sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,srh_n
0.3898360608309515,0.34556364617660884,-0.24856812896878258,-0.2195085376797169,0.40594749771231536,-0.22546052627792182,-0.25650940386392845,0.37200152109727036,-0.2941773614711339,0.44010549927839954,1.0,-0.28740006908198595,-0.22523908099025075,-0.2556523367915754,0.42155979292903084,0.41085376876849444,-0.3060901510200975,-0.11195088122047647,0.323785805740151,0.4153220465326611,0.25743469825593324
-0.49041040637542554,-0.3932904520693498,0.7084837789612969,0.3517113634787346,-0.5264290161861824,0.5602079893478826,0.397996811459414,-0.4134997825838895,0.5378076210064374,-0.5202278757100992,-0.28740006908198595,1.0,0.7657434569316581,0.7683966408143059,-0.4795729735791726,-0.49803391433405114,0.5613820005410979,0.2906286137032539,-0.3412417953922287,-0.5266212964773023,-0.2912670763582906
-0.45112717788759876,-0.35896525082600306,0.646319219763495,0.3194882779296275,-0.45242162231191546,0.47527006686463713,0.36102295019842107,-0.3569706071970266,0.486862071488468,-0.4458446591833449,-0.22523908099025075,0.7657434569316581,1.0,0.8275669469526735,-0.39405218790427804,-0.43388860390812645,0.5231501295254976,0.3169812549063054,-0.2634848836707658,-0.4410237478302402,-0.24706804892014975
-0.4768829746569165,-0.3770291085644721,0.6844111485116412,0.3346556373420276,-0.4892301928103779,0.5067619013123764,0.3909237372511105,-0.3938814716003108,0.5240625443402515,-0.4876461745896265,-0.2556523367915754,0.7683966408143059,0.8275669469526735,1.0,-0.45646699975900806,-0.4650572934659321,0.5544675905491169,0.2879808915370251,-0.3159709736525053,-0.4896666996843277,-0.27659231393683226
0.5064198527011711,0.4654368868709321,-0.45196021812851583,-0.2338793510365045,0.6227083648144102,-0.44605549247791815,-0.38577498144445294,0.5874441366693767,-0.4861979341872516,0.655259055409312,0.42155979292903084,-0.4795729735791726,-0.39405218790427804,-0.45646699975900806,1.0,0.683617317656382,-0.4632733840827025,-0.0688200643145385,0.5633164392922032,0.667293144429726,0.32639058140192756
0.48520341402735245,0.44876360107397223,-0.4511342772325889,-0.2665641181190996,0.6292467312075997,-0.47005118789463934,-0.38341664670187403,0.516465859957634,-0.4860686172141039,0.6384682964074019,0.41085376876849444,-0.49803391433405114,-0.43388860390812645,-0.4650572934659321,0.683617317656382,1.0,-0.4910468454595262,-0.12228929037384537,0.5205692541531272,0.6808772520647358,0.346751251293745
-0.42989590976510966,-0.4264710068376836,0.5203853816554961,0.3408051175011557,-0.4900015077113641,0.4531252616572755,0.587799351677022,-0.3718580974500328,0.6954702762191289,-0.5069306012814524,-0.3060901510200975,0.5613820005410979,0.5231501295254976,0.5544675905491169,-0.4632733840827025,-0.4910468454595262,1.0,0.2967114264023733,-0.3290407198833432,-0.4583787694944275,-0.24495726117589786
-0.1905055817844366,-0.2019524532739648,0.22750539458518032,0.16149154067372018,-0.14090130802462267,0.15691394224817065,0.1912146662014259,-0.08645064709111296,0.23141907662924036,-0.15826724726470442,-0.11195088122047647,0.2906286137032539,0.3169812549063054,0.2879808915370251,-0.0688200643145385,-0.12228929037384537,0.2967114264023733,1.0,0.06612227071009974,-0.11383613992050523,-0.06250967211365782
0.3667160993632166,0.3073728255944886,-0.32772211537635265,-0.18476512116823707,0.512298382806176,-0.35871092595448784,-0.3047772403380133,0.44992849978124094,-0.35775233127446365,0.4929418077795809,0.323785805740151,-0.3412417953922287,-0.2634848836707658,-0.3159709736525053,0.5633164392922032,0.5205692541531272,-0.3290407198833432,0.06612227071009974,1.0,0.6181025188332926,0.29250732310088967
0.5379303217857133,0.4434150515976241,-0.48784482259060585,-0.2719562394515387,0.651868218732144,-0.4947994420266061,-0.3571619473891798,0.5329404370437345,-0.4723460974256913,0.6493329189789974,0.4153220465326611,-0.5266212964773023,-0.4410237478302402,-0.4896666996843277,0.667293144429726,0.6808772520647358,-0.4583787694944275,-0.11383613992050523,0.6181025188332926,1.0,0.36921370466329695
0.34056321421021474,0.3013592299038613,-0.2901943355582106,-0.1896956418640237,0.34015258545623434,-0.2927252402410032,-0.2259627765996365,0.3155745581462874,-0.28227858148450957,0.3610084762674459,0.25743469825593324,-0.2912670763582906,-0.24706804892014975,-0.27659231393683226,0.32639058140192756,0.346751251293745,-0.24495726117589786,-0.06250967211365782,0.29250732310088967,0.36921370466329695,1.0
